,title,name_structure,territory,url,theme,form,target,duration,keywords,difficulty,date,date_heure,live,synopsis,image,commentaire,question,good_answer,prop_1,prop_2,answer
06/09/2020 21:32:34,Soirée pyjama avec Einstein dans un espace-temps tout relatif,VirtuAlp,Isère,https://www.facebook.com/VirtuAlpReality,"th3,th5","f1,f8,f11",p3,t3,"physique, einstein, relativité, espace, temps",Amateur,06/10/2020,21:00:00,,"C’est soirée pyjama ce soir. L’occasion de s’instruire en s’amusant ! Pour vous faire comprendre la théorie de la relativité d’Einstein, l’association VirtuAlp réunit l’espace et le temps en un coup de crayon et vous invite à une partie de billard très spéciale. Détendez-vous et participez en live.",https://drive.google.com/file/d/1QSQrXcQ3afMK23uakfM1iVTR4Uwv_X3n/view?usp=sharing,,Quelles sont les grandes découvertes d’Albert Einstein ?,La théorie de la relativité et la mécanique quantique,La théorie du complot et la modélisation mystique,La Big Bang Theory et E = M6,"Connu pour l’équation E=mc², Albert Einstein publie la théorie de la relativité restreinte en 1905 et la théorie de la gravitation, dite “relativité générale”, en 1915. Il contribue au développement de la mécanique quantique et de la cosmologie. Il reçoit le prix Nobel de physique de 1921 pour son explication de l’effet photoélectrique."
07/09/2020 10:54:35,Au cœur de la ruche,Syndicat des apiculteurs de l'Ain,Ain,page Facebook du syndicat (pas encore créée),th1,f5,p3,t1,,Amateur,03/10/2020,15:00:00,,"Le syndicat des apiculteurs de l’Ain vous invite à une ouverture de ruche. Opération délicate, elle vise à vérifier la bonne santé des abeilles, ou le niveau de production du miel. Une occasion rare d’apprendre à identifier la reine des abeilles !",https://drive.google.com/file/d/19svr1k9pO4GsLcXrkTYtNXZON2Lp17SA/view?usp=sharing,,"En moyenne, combien de kilos de miel une ruche produit-elle chaque année ?",30 kg,15 kg,60 kg,"La production de miel par ruche varie selon les régions et les années. En 2018, selon les chiffres du cabinet Agrex Consulting, elle était 28,7 kg."
08/09/2020 16:25:47,Village virtuel des sciences,École normale supérieure de Lyon,Rhône,http://www.ens-lyon.fr/indexation/agenda/fete-de-la-science-2020,"th1,th3,th4,th5,th6,th7",f11,p2,t3,"Sciences, Physique, Chimie, Biologie, Mathématiques, Climat, Histoire, Littérature, Sciences sociales, Apiculture, Développement durable, etc.",Amateur,,,False,"Edition tout numérique pour l’ENS de Lyon en 2020 ! Le traditionnel Village des sciences rejoint vos écrans du 7 au 10 octobre, et propose, comme toujours, une multitude d’expériences plus passionnantes les unes que les autres : Origami en math, Minute Papillon en physique, Past and Curious en archéo…",https://drive.google.com/file/d/11yjo3zGGqodepkJ0V_F9AkBxFBUseU61/view?usp=sharing,,L’ENS a un lien avec la Révolution française. Savez-vous lequel ?, La tradition des Écoles normales supérieures remonte au Décret du 9 Brumaire AN III,La création de l'école a été décidée le jour de la prise de la Bastille,Le costume d'apparat des normaliens a été dessiné par le député Montagnard JeanPierre Couturier,"La tradition des Écoles normales supérieures remonte au Décret du 9 Brumaire AN III en 1794 qui crée la 1ère ENS. Mais c’est en septembre 1987 que le quartier de Gerland accueille pour la première fois les scientifiques sur le tout nouveau campus Monod, situé derrière la Halle Tony Garnier. L’ENS de Lyon est la 1ère implantation hors Ile-de-France d’une École normale supérieure."
08/09/2020 23:43:09,"Un jour un podcast, les sciences à l'écoute",Université Grenoble Alpes,,https://www.instagram.com/hauteurs_uga,"th1,th3,th6",f14,p4,t1,"Coulisses, actualites, quotidien d'un-e chercheur-se",Curieux,,,False,"Comment se construit la recherche au quotidien ? Chaque jour, suivez le quotidien d’un scientifique de l’Université Grenoble Alpes qui se dévoile dans un court podcast.",https://drive.google.com/file/d/1P5ZWA7M8-HoSApKVNShudqWrypUUgiz9/view?usp=sharing,,Combien l’Université de Grenoble Alpes compte-t-elle de chercheurs et enseignants ?,3100,850,2300,"L’Université Grenoble Alpes compte 3100 chercheurs et enseignants, auxquels il faut aussi ajouter 3 200 doctorants."
08/09/2020 23:52:01,Carte blanche aux scientifiques : leur quotidien en stories !,Université Grenoble Alpes,,https://www.instagram.com/hauteurs_uga/,"th1,th3,th4,th5,th6",f16,p4,t1,"Coulisses, Instagram, quotidien d'un scientifique",Curieux,,,False,"Tous sur Instagram ! Les scientifiques de l'Université Grenoble Alpes vous proposent de découvrir les coulisses de leurs laboratoires, en story, et leur quotidien, de la salle de manip à la machine à café. Vivez avec eux au rythme de la recherche !",https://drive.google.com/file/d/1OwJTkFxJG8xvroltkNfnti2v7RQAbKop/view?usp=sharing,,Qui sont les “Igers” ?, Les utilisateurs d’Instagram,Les fans nostalgiques de l’actrice Suédoise Inger Stevens,"Les employés de Robert Iger, patron de la Walt Disney Company","Instagram s’adresse à ses utilisateurs en les appelant Igers, qui seraient plus d’un milliard à travers le monde."
08/09/2020 23:57:46,Images mystère : percez les secrets de la science !,Unniversité Grenoble Alpes,,https://www.instagram.com/hauteurs_uga/,"th1,th3,th5",f10,p4,t1,,Amateur,,,False,"Réaction chimique, vue microscopique, instrument de recherche... Saurez-vous découvrir ce qui se cache derrière les images mystère ? Jouez sur les réseaux sociaux et tentez de remporter des goodies Fête de la science ! Les réponses sont dévoilées en vidéo à la fin de la journée",https://drive.google.com/file/d/1w4CXA3wV9D7T3iUNOr2gI61Hxj48Xxem/view?usp=sharing,,Le CNRS organise chaque année un concours de photos scientifiques nommé :, La preuve par l’image, Imagiscience, Sciences & images,"Depuis 2019, le CNRS organise le concours “La preuve par l’image” en France, en partenariat avec l’Acfas, l’Association francophone pour le savoir qui l’a créé au Québec en 2010. Le concours est ouvert aux personnels du CNRS et les photos primées sont accessibles au grand public sur le site du CNRS."
09/09/2020 00:03:33,Un(e) scientifique dans mon salon !,Université Grenoble Alpes,,https://www.youtube.com/user/ujfgrenoble,"th1,th3,th4,th5,th6",f1,p4,t4,,Curieux,06/10/2020,19:00:00,,"Rencontrez les scientifiques de l'Université Grenoble Alpes, directement depuis votre canapé, lors de deux soirées live exceptionnelles ! Ils viendront présenter leurs travaux de recherche, rebondir sur l'actualité, et répondre à toutes vos questions, qu'elles portent sur la santé, l'espace, l'environnement…",053-054 ISERE- Scientifique dans mon salon.jpg,,L’Université Grenoble Alpes regroupe :,29 établissements,6 établissements,15 établissements,"Depuis janvier 2020, l’Université Grenoble Alpes rassemble 29 établissements de l’enseignement supérieur public de Grenoble et Valence ainsi que les organismes nationaux de recherche et les grands instruments internationaux de ce territoire."
09/09/2020 00:11:25,Un(e) scientifique dans mon salon !,Université Grenoble Alpes,,https://www.youtube.com/user/ujfgrenoble,"th1,th3,th4,th5,th6",f1,p4,t4,,Curieux,08/10/2020,19:00:00,,"Rencontrez les scientifiques de l'Université Grenoble Alpes, directement depuis votre canapé, lors de deux soirées live exceptionnelles ! Ils viendront présenter leurs travaux de recherche, rebondir sur l'actualité, et répondre à toutes vos questions, qu'elles portent sur la santé, l'espace, l'environnement…",053-054 ISERE- Scientifique dans mon salon.jpg,,L’Université Grenoble Alpes regroupe :,29 établissements,6 établissements,15 établissements,"Depuis janvier 2020, l’Université Grenoble Alpes rassemble 29 établissements de l’enseignement supérieur public de Grenoble et Valence ainsi que les organismes nationaux de recherche et les grands instruments internationaux de ce territoire."
09/09/2020 00:37:37,Let’s play science,Simon Chupin / Mokutesa,,https://www.twitch.tv/mokutesa,th1,f17,p4,t4,Jeu vidéo et sciences,Amateur,03/10/2020,21:00:00,,"Jouez avec Mokutesa, doctorant le jour, streamer la nuit ! Le 3 octobre à 21h, il invite un scientifique à le rejoindre pour une partie de jeu vidéo diffusée sur la plateforme Twitch. L’occasion d’aborder en toute décontraction la science cachée dans les jeux et le travail de recherche de l’invité. ",055 ISERE- Twitch Jeu video.jpg,,"Le streamer, vous connaissez ? Il diffuse en live ses parties de jeux et les commente. Mais le caster, qui est-ce ?", Un commentateur de compétitions de jeux vidéo,Un rongeur semiaquatique qui construit des barrages dans les cours d’eau,"L’invité du streamer, qui joue avec lui","Le caster est un commentateur comme on en trouve notamment dans le sport. Il doit être capable d’indiquer aux spectateurs la manœuvre exécutée en temps réel, la tactique des équipes et d’analyser un match d’eSport dans son intégralité."
09/09/2020 00:55:59,La sélection livre des Modernes,Libraire Les Modernes / La Casemate - Echosciences Grenoble,,https://www.lesmodernes.com/fete-de-la-science-2020/,"th1,th3,th6","f2,f4",p1,t1,"Lecture, livre",Amateur,,,False,"Explorez la relation entre l’homme et la nature en plongeant dans la sélection des livres de la librairie Les Modernes. Quarante-six ouvrages sont présentés et certains commentés dans un ""booktube à essai"" qui détaille les coups de cœur ! Petits et grands, à chaque âge son plaisir de lire.",056 ISERE- Selection Livres.jpg,,Quel livre a reçu le prix du livre scientifique jeunesse 2020 :," ""Océans... Et comment les sauver ?"" d'Amandine Thomas"," ""Quand la nature bouleverse l'Histoire"" de Sylvie Baussier et Clémence Dupont","""L'incroyable destin de Stephen Hawking qui perça les mystères de l'Univers"" de Samir Senoussi et Alexandre Franc","C’est le livre ""Océans... Et comment les sauver ?"" qui a été primé en 2020. Signé par Amandine Thomas, il présente de façon ludique 10 écosystèmes marins, leurs particularités, les risques auxquels ils sont confrontés et des moyens concrets d'agir pour les protéger. Les ouvrages de Sylvie Baussier, Clémence Dupont et Samir Senoussi et Alexandre Franc, font partis de la sélection et sont à découvrir !"
09/09/2020 01:10:42,Sain et sauf ?,Laboratoire Pacte (UGA/CNRS) / La Casemate,,https://www.youtube.com/user/CCSTIGrenoble,"th1,th6","f1,f7",p3,t4,Risques naturels,Amateur,03/10/2020,18:30:00,,"Que feriez-vous confronté à une catastrophe naturelle ? Pour le savoir, venez au théâtre ce soir et observez vos réactions. Souvent, elles diffèrent de celles qu’on penserait avoir. L'émotion joue contre le raisonnement et nous oriente vers le mauvais choix. L'essentiel ? S'en sortir ""sain et sauf"" !",057 ISERE- Sain et Sauf.jpg,,Quelle a été la catastrophe naturelle la plus terrible du 21e siècle ?, Le séisme à Haïti en janvier 2010, Le tsunami dans l’Océan indien en décembre 2004,La grippe saisonnière chaque année dans le monde,"Le séisme à Haïti aurait été l’événement le plus meurtrier du 21e siècle avec un bilan de 280 000 morts (annoncé en février 2010 par le ministère des Communications), tandis que le tsunami aurait conduit à 225 000 décès environ, dont de nombreux disparus. Quant à la grippe saisonnière, à l’origine chaque année de 250 000 morts dan le monde, peut-on la qualifier de catastrophe naturelle ?"
09/09/2020 10:59:56,Les laboratoires du site d'Annecy présentent leurs innovations en période de crise,Université Savoie Mont Blanc,,www.univ-smb.fr (un autre site sera créé spécifiquement mais en cours actuellement),"th2,th5",f2,p3,t4,"innovations, technologie, étudiants, Université, manips",Averti,,,False,Sciences de l’ingénieur et sciences exactes : quelles sont les innovations de l’Université Savoie Mont Blanc ? Les laboratoires d’Annecy organisent un village des sciences virtuel où celles-ci sont présentées en vidéo. Téléportez-vous !,058 HTE SAVOIE- Innovations.jpg,,Qu’est-ce qu’un JetCycle ?, Un vélo d’eau, Un décalage horaire dû aux voyages en avion,Le cycle de vie des objets nonrenouvelables,"Un JetCycle ou VéloNaute est un vélo permettant d’aller sur l’eau, à des vitesses jusqu’à quatre fois supérieures à celles d'un pédalo ! Innovation conçue et fabriquée à l’IUT d’Annecy, il a été présenté en 2019 au village de la Fête de la Science d’Annecy."
09/09/2020 11:07:37,"Nicolas Tesla, inventeur de génie",Université Savoie Mont Blanc,,www.univ-smb.fr,"th2,th5","f2,f3",p3,t4,"brevets, Tesla, inventeur, bobine tesla, turbine tesla, radar",Averti,,,False,"Nicolas Tesla aimait se décrire comme un “découvreur”, alors qu’il était l’un des plus grands scientifiques de son temps, avec 300 brevets déposés, couvrant 125 inventions. Levez le voile sur la vie de cet ingénieur de génie méconnu et expérimentez en ligne ses inventions. C’est fascinant !",059 HTE SAVOIE- Tesla.jpg,,"Tesla, tesla… Cela vous dit quelque chose, mais quoi ?", Le Tesla est l’unité d’induction magnétique, Tesla est une chanson,Tesla est une marque de prêt-à-porter,"Le nom de Nicolas Tesla a été donné au tesla (T), l’unité internationale d’induction magnétique, en 1960, et aussi à la marque de voitures électriques Tesla Inc., créée par Elon Musk en 2003. Rien à voir avec “Tela” (et non Tesla), une ligne de vêtements, venant sans doute du latin tissu, tisserand, toile ou trame, ou avec “T’es là”, une chanson de Garou."
